wish.com
One Sansome St. 40th Floor
San Francisco, CA 94104

Invoice number: 5b3903f611a3dc16d16d464b
Invoice date  : 2018-07-01

Merchant address:
龙岗区平湖街道华南城电子交易中心P13栋120号 
广东省 , 518116 
Mainland China


Provider:            : Payoneer

Email                : shenzhenweiweian@163.com
Name                 : Shenzhenshi Weiweian Kejiyouxiangongsi Li Wang



---------------------------
| Transactions Being Paid |
---------------------------
| Date                   |  Order ID                | Transaction ID           | Quantity | Price    | Shipping | Cost     | Shipping Cost | Total    | Refunded Amount to User | Refund Responsibility % | Refund Responsibility | Paid Amount   | Price & Shipping | Revenue Share % | Commission |



| 02-10-2018 08:48:17UTC | 5a7eb1d3156ea34eb4db2382 | 5a7eb1d1ff6b5e1c2bf53612 | 1        | $7.00    | $2.00    | $5.95    | $1.70         | $7.65    | $7.65                   | 100.0%                  | $7.65                 | $0.0          | $0.0             | 15%             | $0.0         




| 02-15-2018 00:07:50UTC | 5a84cf5747e71613dd516004 | 5a84cf56cd0d79b8b2ba6c9c | 1        | $15.00   | $4.00    | $12.75   | $3.40         | $16.15   | $0                      | 0.0%                    | $0.0                  | $16.15        | $19.0            | 15%             | $2.85        




| 02-15-2018 00:07:50UTC | 5a84cf5747e71613dd516005 | 5a84cf56cd0d79b8b2ba6c9c | 1        | $15.00   | $4.00    | $12.75   | $3.40         | $16.15   | $0                      | 0.0%                    | $0.0                  | $16.15        | $19.0            | 15%             | $2.85        




| 02-15-2018 04:58:10UTC | 5a851363cd8b367a55c5ef77 | 5a851362371b274af057ea87 | 1        | $7.98    | $2.00    | $6.78    | $1.70         | $8.48    | $0                      | 0.0%                    | $0.0                  | $8.48         | $9.98            | 15%             | $1.5         




| 02-15-2018 06:20:47UTC | 5a8526c10e7c147d6baa156b | 5a8526bf72afb1fcc91befa1 | 1        | $5.00    | $2.00    | $4.25    | $1.70         | $5.95    | $5.95                   | 100.0%                  | $5.95                 | $0.0          | $0.0             | 15%             | $0.0         




| 02-15-2018 06:27:40UTC | 5a8528603f368b5844516494 | 5a85285c857e62724d9dceac | 1        | $7.00    | $2.00    | $5.95    | $1.70         | $7.65    | $0                      | 0.0%                    | $0.0                  | $7.65         | $9.0             | 15%             | $1.35        




| 02-15-2018 06:27:40UTC | 5a8528603f368b5844516495 | 5a85285c857e62724d9dceac | 1        | $7.00    | $2.00    | $5.95    | $1.70         | $7.65    | $0                      | 0.0%                    | $0.0                  | $7.65         | $9.0             | 15%             | $1.35        




| 02-15-2018 11:06:59UTC | 5a8569d4776a6058d513ed5f | 5a8569d3b01cf072073b5e93 | 1        | $4.00    | $4.00    | $3.40    | $3.40         | $6.80    | $6.8                    | 100.0%                  | $6.8                  | $0.0          | $0.0             | 15%             | $0.0         




| 02-15-2018 11:10:40UTC | 5a856ab19f21cd2a63d3ebc6 | 5a856ab0e7dc379698ef7407 | 1        | $7.00    | $2.00    | $5.95    | $1.70         | $7.65    | $0                      | 0.0%                    | $0.0                  | $7.65         | $9.0             | 15%             | $1.35        




| 02-15-2018 11:12:37UTC | 5a856b27f1c9d11425e4ff1c | 5a856b2542ce6367456fc3f5 | 1        | $4.00    | $4.00    | $3.40    | $3.40         | $6.80    | $6.8                    | 100.0%                  | $6.8                  | $0.0          | $0.0             | 15%             | $0.0         




| 02-15-2018 11:35:10UTC | 5a85706f558a2031d30c01a2 | 5a85706e13d6cd26a54ff416 | 1        | $6.99    | $3.00    | $5.94    | $2.55         | $8.49    | $0                      | 0.0%                    | $0.0                  | $8.49         | $9.99            | 15%             | $1.5         




| 02-15-2018 15:51:30UTC | 5a85ac83d7bd42318ba9fe41 | 5a85ac8263c679befa7deca7 | 1        | $7.00    | $2.00    | $5.95    | $1.70         | $7.65    | $0                      | 0.0%                    | $0.0                  | $7.65         | $9.0             | 15%             | $1.35        




| 02-15-2018 16:02:12UTC | 5a85af082028047c73c7d2a9 | 5a85af04645a6cb407423145 | 1        | $9.00    | $3.00    | $7.65    | $2.55         | $10.20   | $0                      | 0.0%                    | $0.0                  | $10.2         | $12.0            | 15%             | $1.8         




| 02-15-2018 16:02:12UTC | 5a85af092028047c73c7d2aa | 5a85af04645a6cb407423145 | 1        | $6.99    | $3.00    | $5.94    | $2.55         | $8.49    | $0                      | 0.0%                    | $0.0                  | $8.49         | $9.99            | 15%             | $1.5         




| 02-15-2018 16:02:12UTC | 5a85af092028047c73c7d2ab | 5a85af04645a6cb407423145 | 1        | $7.00    | $2.00    | $5.95    | $1.70         | $7.65    | $0                      | 0.0%                    | $0.0                  | $7.65         | $9.0             | 15%             | $1.35        




| 02-15-2018 16:02:12UTC | 5a85af0a2028047c73c7d2ad | 5a85af04645a6cb407423145 | 1        | $6.00    | $2.00    | $5.10    | $1.70         | $6.80    | $0                      | 0.0%                    | $0.0                  | $6.8          | $8.0             | 15%             | $1.2         




| 02-15-2018 17:53:02UTC | 5a85c900b2439a24e532b56a | 5a85c8fe63c679ff077debe3 | 1        | $15.00   | $4.00    | $12.75   | $3.40         | $16.15   | $16.15                  | 100.0%                  | $16.15                | $0.0          | $0.0             | 15%             | $0.0         




| 02-16-2018 14:24:16UTC | 5a86e99297723c57b14b502a | 5a86e99057847358a02a4760 | 1        | $6.00    | $2.00    | $5.10    | $1.70         | $6.80    | $6.8                    | 100.0%                  | $6.8                  | $0.0          | $0.0             | 15%             | $0.0         




| 02-16-2018 14:34:57UTC | 5a86ec139f21cd1feedd5457 | 5a86ec110c7bed05cc5322d9 | 1        | $7.00    | $2.00    | $5.95    | $1.70         | $7.65    | $0                      | 0.0%                    | $0.0                  | $7.65         | $9.0             | 15%             | $1.35        




| 02-16-2018 17:25:41UTC | 5a871417cc5ef84b58d06ad7 | 5a87141547a9abab0d5b03a6 | 1        | $7.98    | $2.00    | $6.78    | $1.70         | $8.48    | $0                      | 0.0%                    | $0.0                  | $8.48         | $9.98            | 15%             | $1.5         




| 02-16-2018 18:58:37UTC | 5a8729debf31234b794f4b63 | 5a8729ddc02a21f40f0eb554 | 1        | $7.99    | $2.00    | $6.79    | $1.70         | $8.49    | $8.49                   | 100.0%                  | $8.49                 | $0.0          | $0.0             | 15%             | $0.0         




| 02-16-2018 18:58:37UTC | 5a8729dfbf31234b794f4b64 | 5a8729ddc02a21f40f0eb554 | 1        | $7.99    | $2.00    | $6.79    | $1.70         | $8.49    | $8.49                   | 100.0%                  | $8.49                 | $0.0          | $0.0             | 15%             | $0.0         




| 02-16-2018 18:58:37UTC | 5a8729dfbf31234b794f4b65 | 5a8729ddc02a21f40f0eb554 | 2        | $7.99    | $2.00    | $6.79    | $1.70         | $16.98   | $16.98                  | 100.0%                  | $16.98                | $0.0          | $0.0             | 15%             | $0.0         




| 02-16-2018 21:50:58UTC | 5a87524acd27741b3058caf3 | 5a875242dcb1fab35d438edd | 1        | $6.00    | $2.00    | $5.10    | $1.70         | $6.80    | $6.8                    | 100.0%                  | $6.8                  | $0.0          | $0.0             | 15%             | $0.0         




| 02-16-2018 23:08:57UTC | 5a876489371a25423ca132d6 | 5a876489d5f5a220b23e3217 | 1        | $6.00    | $2.00    | $5.10    | $1.70         | $6.80    | $6.8                    | 100.0%                  | $6.8                  | $0.0          | $0.0             | 15%             | $0.0         




